variant_id,product_id,size,color,price,stock
V01840,P0115,XL,Blue,195060,36
V01841,P0116,S,Black,102698,70
V01842,P0116,S,White,457218,16
V01843,P0116,S,Red,512322,2
V01844,P0116,S,Blue,357629,59
V01845,P0116,M,Black,581418,93
V01846,P0116,M,White,373140,40
V01847,P0116,M,Red,378091,54
V01848,P0116,M,Blue,119015,98
V01849,P0116,L,Black,335190,41
V01850,P0116,L,White,284978,64
V01851,P0116,L,Red,409112,50
V01852,P0116,L,Blue,563546,52
V01853,P0116,XL,Black,430070,91
V01854,P0116,XL,White,535826,63
V01855,P0116,XL,Red,235942,37
V01856,P0116,XL,Blue,247562,62
V01857,P0117,S,Black,113929,12
V01858,P0117,S,White,552693,47
V01859,P0117,S,Red,517609,91
V01860,P0117,S,Blue,233878,73
V01861,P0117,M,Black,305226,84
V01862,P0117,M,White,562823,25
V01863,P0117,M,Red,529392,10
V01864,P0117,M,Blue,292197,21
V01865,P0117,L,Black,180078,65
V01866,P0117,L,White,410011,43
V01867,P0117,L,Red,278342,7
V01868,P0117,L,Blue,181001,75
V01869,P0117,XL,Black,283554,8
V01870,P0117,XL,White,391664,14
V01871,P0117,XL,Red,346221,97
V01872,P0117,XL,Blue,168893,59
V01873,P0118,S,Black,199406,31
V01874,P0118,S,White,136240,51
V01875,P0118,S,Red,328290,22
V01876,P0118,S,Blue,384680,38
V01877,P0118,M,Black,125110,45
V01878,P0118,M,White,179694,42
V01879,P0118,M,Red,416702,72
V01880,P0118,M,Blue,511226,8
V01881,P0118,L,Black,396021,65
V01882,P0118,L,White,420133,50
V01883,P0118,L,Red,441553,5
V01884,P0118,L,Blue,345164,54
V01885,P0118,XL,Black,181762,42
V01886,P0118,XL,White,230141,6
V01887,P0118,XL,Red,222727,62
V01888,P0118,XL,Blue,190082,17
V01889,P0119,S,Black,545900,3
V01890,P0119,S,White,389959,39
V01891,P0119,S,Red,127876,23
V01892,P0119,S,Blue,509673,89
V01893,P0119,M,Black,456224,68
V01894,P0119,M,White,190173,63
V01895,P0119,M,Red,547401,93
V01896,P0119,M,Blue,242107,19
V01897,P0119,L,Black,137311,27
V01898,P0119,L,White,551653,42
V01899,P0119,L,Red,555822,46
V01900,P0119,L,Blue,505815,15
V01901,P0119,XL,Black,191050,68
V01902,P0119,XL,White,398093,76
V01903,P0119,XL,Red,178376,84
V01904,P0119,XL,Blue,297547,42
V01905,P0120,S,Black,245272,57
V01906,P0120,S,White,180045,37
V01907,P0120,S,Red,230722,38
V01908,P0120,S,Blue,148588,64
V01909,P0120,M,Black,539068,70
V01910,P0120,M,White,281866,79
V01911,P0120,M,Red,101253,21
V01912,P0120,M,Blue,586042,34
V01913,P0120,L,Black,554497,85
V01914,P0120,L,White,170319,55
V01915,P0120,L,Red,352370,35
V01916,P0120,L,Blue,310783,13
V01917,P0120,XL,Black,443311,38
V01918,P0120,XL,White,255027,67
V01919,P0120,XL,Red,507331,31
V01920,P0120,XL,Blue,140270,28
V01921,P0121,S,Black,434277,52
V01922,P0121,S,White,447223,17
V01923,P0121,S,Red,246448,18
V01924,P0121,S,Blue,201765,58
V01925,P0121,M,Black,241790,10
V01926,P0121,M,White,410567,54
V01927,P0121,M,Red,595750,11
V01928,P0121,M,Blue,361229,17
V01929,P0121,L,Black,274254,10
V01930,P0121,L,White,344534,0
V01931,P0121,L,Red,379855,36
V01932,P0121,L,Blue,582486,95
V01933,P0121,XL,Black,383332,9
V01934,P0121,XL,White,527716,4
V01935,P0121,XL,Red,366926,18
V01936,P0121,XL,Blue,463486,45
V01937,P0122,S,Black,193672,12
V01938,P0122,S,White,270841,8
V01939,P0122,S,Red,497633,68
V01940,P0122,S,Blue,556361,14
V01941,P0122,M,Black,577051,80
V01942,P0122,M,White,123368,69
V01943,P0122,M,Red,563775,24
V01944,P0122,M,Blue,418567,52
V01945,P0122,L,Black,591227,42
V01946,P0122,L,White,322895,26
V01947,P0122,L,Red,420922,28
V01948,P0122,L,Blue,222034,91
V01949,P0122,XL,Black,568926,44
V01950,P0122,XL,White,131923,31
V01951,P0122,XL,Red,330236,66
V01952,P0122,XL,Blue,369231,7
V01953,P0123,S,Black,324531,90
V01954,P0123,S,White,257254,61
V01955,P0123,S,Red,128843,40
V01956,P0123,S,Blue,331146,42
V01957,P0123,M,Black,462694,32
V01958,P0123,M,White,523587,68
V01959,P0123,M,Red,338246,60
V01960,P0123,M,Blue,285948,67
V01961,P0123,L,Black,342587,18
V01962,P0123,L,White,510702,12
V01963,P0123,L,Red,225703,85
V01964,P0123,L,Blue,119174,40
V01965,P0123,XL,Black,183888,63
V01966,P0123,XL,White,154037,55
V01967,P0123,XL,Red,243584,23
V01968,P0123,XL,Blue,136117,28
V01969,P0124,S,Black,318461,8
V01970,P0124,S,White,298099,89
V01971,P0124,S,Red,240000,86
V01972,P0124,S,Blue,357822,97
V01973,P0124,M,Black,180628,7
V01974,P0124,M,White,511786,98
V01975,P0124,M,Red,479885,3
V01976,P0124,M,Blue,546464,22
V01977,P0124,L,Black,314691,93
V01978,P0124,L,White,589158,90
V01979,P0124,L,Red,467625,53
V01980,P0124,L,Blue,153318,38
V01981,P0124,XL,Black,152782,34
V01982,P0124,XL,White,348894,56
V01983,P0124,XL,Red,189296,1
V01984,P0124,XL,Blue,464068,75
V01985,P0125,S,Black,188663,9
V01986,P0125,S,White,505684,76
V01987,P0125,S,Red,227445,42
V01988,P0125,S,Blue,166455,23
V01989,P0125,M,Black,243032,32
V01990,P0125,M,White,234033,56
V01991,P0125,M,Red,197514,81
V01992,P0125,M,Blue,274120,26
V01993,P0125,L,Black,594086,7
V01994,P0125,L,White,460588,10
V01995,P0125,L,Red,499830,61
V01996,P0125,L,Blue,553255,97
V01997,P0125,XL,Black,288685,54
V01998,P0125,XL,White,395618,59
V01999,P0125,XL,Red,269726,35
V02000,P0125,XL,Blue,549361,96
V02001,P0126,S,Black,174775,34
V02002,P0126,S,White,452860,41
V02003,P0126,S,Red,329214,91
V02004,P0126,S,Blue,109323,88
V02005,P0126,M,Black,195143,60
V02006,P0126,M,White,224494,21
V02007,P0126,M,Red,411471,65
V02008,P0126,M,Blue,474534,41
V02009,P0126,L,Black,352504,29
V02010,P0126,L,White,172819,66
V02011,P0126,L,Red,448353,73
V02012,P0126,L,Blue,446043,41
V02013,P0126,XL,Black,173568,70
V02014,P0126,XL,White,522484,12
V02015,P0126,XL,Red,512895,67
V02016,P0126,XL,Blue,248142,54
V02017,P0127,S,Black,563281,37
V02018,P0127,S,White,302592,88
V02019,P0127,S,Red,198127,46
V02020,P0127,S,Blue,299565,16
V02021,P0127,M,Black,505236,9
V02022,P0127,M,White,369715,10
V02023,P0127,M,Red,424017,0
V02024,P0127,M,Blue,148560,52
V02025,P0127,L,Black,363629,18
V02026,P0127,L,White,104177,10
V02027,P0127,L,Red,442397,68
V02028,P0127,L,Blue,248248,90
V02029,P0127,XL,Black,538940,94
V02030,P0127,XL,White,471561,26
V02031,P0127,XL,Red,484935,39
V02032,P0127,XL,Blue,586609,35
V02033,P0128,S,Black,545208,40
V02034,P0128,S,White,578484,62
V02035,P0128,S,Red,228156,99
V02036,P0128,S,Blue,344849,55
V02037,P0128,M,Black,391187,77
V02038,P0128,M,White,452788,43
V02039,P0128,M,Red,520292,18
V02040,P0128,M,Blue,377241,20
V02041,P0128,L,Black,362651,18
V02042,P0128,L,White,307512,55
V02043,P0128,L,Red,230432,79
V02044,P0128,L,Blue,115537,23
V02045,P0128,XL,Black,346420,51
V02046,P0128,XL,White,397780,33
V02047,P0128,XL,Red,220362,64
V02048,P0128,XL,Blue,294253,62
V02049,P0129,S,Black,140352,98
V02050,P0129,S,White,325003,71
V02051,P0129,S,Red,441305,26
V02052,P0129,S,Blue,108428,13
V02053,P0129,M,Black,136121,19
V02054,P0129,M,White,100967,50
V02055,P0129,M,Red,454236,63
V02056,P0129,M,Blue,496981,55
V02057,P0129,L,Black,359603,69
V02058,P0129,L,White,500380,40
V02059,P0129,L,Red,482428,42
V02060,P0129,L,Blue,496250,34
V02061,P0129,XL,Black,450333,75
V02062,P0129,XL,White,427914,42
V02063,P0129,XL,Red,195644,53
V02064,P0129,XL,Blue,167414,79
V02065,P0130,S,Black,142430,92
V02066,P0130,S,White,523130,78
V02067,P0130,S,Red,595066,22
V02068,P0130,S,Blue,248848,10
V02069,P0130,M,Black,438745,76
V02070,P0130,M,White,215038,42
V02071,P0130,M,Red,152493,38
V02072,P0130,M,Blue,410520,74
V02073,P0130,L,Black,246443,20
V02074,P0130,L,White,181554,42
V02075,P0130,L,Red,477926,53
V02076,P0130,L,Blue,498055,42
V02077,P0130,XL,Black,394825,52
V02078,P0130,XL,White,350207,77
V02079,P0130,XL,Red,169649,80
V02080,P0130,XL,Blue,504960,38
V02081,P0131,S,Black,212517,0
V02082,P0131,S,White,248532,64
V02083,P0131,S,Red,383091,64
V02084,P0131,S,Blue,123539,46
V02085,P0131,M,Black,171016,66
V02086,P0131,M,White,432973,9
V02087,P0131,M,Red,270571,41
V02088,P0131,M,Blue,291894,78
V02089,P0131,L,Black,103190,18
V02090,P0131,L,White,475438,56
V02091,P0131,L,Red,414834,52
V02092,P0131,L,Blue,456684,28
V02093,P0131,XL,Black,276655,86
V02094,P0131,XL,White,300390,97
V02095,P0131,XL,Red,100093,99
V02096,P0131,XL,Blue,374272,19
V02097,P0132,S,Black,329898,77
V02098,P0132,S,White,265039,52
V02099,P0132,S,Red,356439,92
V02100,P0132,S,Blue,167272,13
V02101,P0132,M,Black,235897,63
V02102,P0132,M,White,477225,83
V02103,P0132,M,Red,277674,10
V02104,P0132,M,Blue,590724,61
V02105,P0132,L,Black,568873,39
V02106,P0132,L,White,135524,59
V02107,P0132,L,Red,120404,58
V02108,P0132,L,Blue,399517,58
V02109,P0132,XL,Black,258849,15
V02110,P0132,XL,White,160117,7
V02111,P0132,XL,Red,410516,35
V02112,P0132,XL,Blue,482056,2
V02113,P0133,S,Black,538367,67
V02114,P0133,S,White,131708,11
V02115,P0133,S,Red,323580,66
V02116,P0133,S,Blue,585443,43
V02117,P0133,M,Black,283392,95
V02118,P0133,M,White,585350,89
V02119,P0133,M,Red,484989,86
V02120,P0133,M,Blue,365076,1
V02121,P0133,L,Black,526007,39
V02122,P0133,L,White,595879,55
V02123,P0133,L,Red,481056,68
V02124,P0133,L,Blue,482319,33
V02125,P0133,XL,Black,248147,29
V02126,P0133,XL,White,549885,6
V02127,P0133,XL,Red,300553,51
V02128,P0133,XL,Blue,179246,99
V02129,P0134,S,Black,549947,87
V02130,P0134,S,White,474130,0
V02131,P0134,S,Red,118132,18
V02132,P0134,S,Blue,440472,56
V02133,P0134,M,Black,559378,72
V02134,P0134,M,White,307928,11
V02135,P0134,M,Red,364282,68
V02136,P0134,M,Blue,430012,56
V02137,P0134,L,Black,382581,59
V02138,P0134,L,White,361548,99
V02139,P0134,L,Red,594506,26
V02140,P0134,L,Blue,549749,37
V02141,P0134,XL,Black,592505,8
V02142,P0134,XL,White,256405,71
V02143,P0134,XL,Red,439442,73
V02144,P0134,XL,Blue,348709,62
V02145,P0135,S,Black,529584,20
V02146,P0135,S,White,122147,20
V02147,P0135,S,Red,378069,83
V02148,P0135,S,Blue,134779,8
V02149,P0135,M,Black,129058,4
V02150,P0135,M,White,340754,32
V02151,P0135,M,Red,342643,82
V02152,P0135,M,Blue,301999,64
V02153,P0135,L,Black,536758,98
V02154,P0135,L,White,414278,4
V02155,P0135,L,Red,336966,92
V02156,P0135,L,Blue,152674,42
V02157,P0135,XL,Black,409672,14
V02158,P0135,XL,White,516079,18
V02159,P0135,XL,Red,186465,91
V02160,P0135,XL,Blue,263521,47
V02161,P0136,S,Black,302674,2
V02162,P0136,S,White,428164,38
V02163,P0136,S,Red,480081,22
V02164,P0136,S,Blue,237825,79
V02165,P0136,M,Black,151461,34
V02166,P0136,M,White,322441,40
V02167,P0136,M,Red,109565,6
V02168,P0136,M,Blue,508065,7
V02169,P0136,L,Black,569902,84
V02170,P0136,L,White,375403,17
V02171,P0136,L,Red,472776,38
V02172,P0136,L,Blue,493037,76
V02173,P0136,XL,Black,148403,25
V02174,P0136,XL,White,167519,61
V02175,P0136,XL,Red,194635,30
V02176,P0136,XL,Blue,328054,50
V02177,P0137,S,Black,292629,62
V02178,P0137,S,White,582697,75
V02179,P0137,S,Red,116221,51
V02180,P0137,S,Blue,226076,61
V02181,P0137,M,Black,126670,7
V02182,P0137,M,White,117233,89
V02183,P0137,M,Red,194509,1
V02184,P0137,M,Blue,158119,95
V02185,P0137,L,Black,475154,14
V02186,P0137,L,White,265804,38
V02187,P0137,L,Red,326275,47
V02188,P0137,L,Blue,472679,91
V02189,P0137,XL,Black,100879,52
V02190,P0137,XL,White,578427,7
V02191,P0137,XL,Red,106724,26
V02192,P0137,XL,Blue,404089,47
V02193,P0138,S,Black,348558,42
V02194,P0138,S,White,365221,11
V02195,P0138,S,Red,123821,46
V02196,P0138,S,Blue,116098,35
V02197,P0138,M,Black,145041,53
V02198,P0138,M,White,530525,28
V02199,P0138,M,Red,442325,51
V02200,P0138,M,Blue,382003,38
V02201,P0138,L,Black,326901,91
V02202,P0138,L,White,441280,64
V02203,P0138,L,Red,430701,72
V02204,P0138,L,Blue,235141,12
V02205,P0138,XL,Black,131407,99
V02206,P0138,XL,White,555957,74
V02207,P0138,XL,Red,503713,51
V02208,P0138,XL,Blue,307164,2
V02209,P0139,S,Black,172177,40
V02210,P0139,S,White,588492,60
V02211,P0139,S,Red,294165,42
V02212,P0139,S,Blue,412454,99
V02213,P0139,M,Black,592803,26
V02214,P0139,M,White,542306,71
V02215,P0139,M,Red,226474,95
V02216,P0139,M,Blue,562427,46
V02217,P0139,L,Black,322284,51
V02218,P0139,L,White,239449,63
V02219,P0139,L,Red,222968,81
V02220,P0139,L,Blue,164252,97
V02221,P0139,XL,Black,503496,71
V02222,P0139,XL,White,384289,58
V02223,P0139,XL,Red,576404,68
V02224,P0139,XL,Blue,182293,99
V02225,P0140,S,Black,363760,80
V02226,P0140,S,White,510868,17
V02227,P0140,S,Red,467145,37
V02228,P0140,S,Blue,546844,86
V02229,P0140,M,Black,392343,98
V02230,P0140,M,White,538707,26
V02231,P0140,M,Red,576448,95
V02232,P0140,M,Blue,399921,90
V02233,P0140,L,Black,263594,47
V02234,P0140,L,White,269356,66
V02235,P0140,L,Red,215482,70
V02236,P0140,L,Blue,408382,67
V02237,P0140,XL,Black,276045,59
V02238,P0140,XL,White,492853,32
V02239,P0140,XL,Red,434993,39
V02240,P0140,XL,Blue,255575,70
V02241,P0141,S,Black,469218,24
V02242,P0141,S,White,262223,56
V02243,P0141,S,Red,153725,81
V02244,P0141,S,Blue,550296,97
V02245,P0141,M,Black,198882,83
V02246,P0141,M,White,381605,0
V02247,P0141,M,Red,108395,73
V02248,P0141,M,Blue,273675,58
V02249,P0141,L,Black,478115,5
V02250,P0141,L,White,249100,22
V02251,P0141,L,Red,262885,38
V02252,P0141,L,Blue,492321,39
V02253,P0141,XL,Black,445074,35
V02254,P0141,XL,White,219043,36
V02255,P0141,XL,Red,223566,78
V02256,P0141,XL,Blue,112342,56
V02257,P0142,S,Black,515384,14
V02258,P0142,S,White,286930,13
V02259,P0142,S,Red,477092,86
V02260,P0142,S,Blue,314703,38
V02261,P0142,M,Black,148183,47
V02262,P0142,M,White,172556,90
V02263,P0142,M,Red,288190,42
V02264,P0142,M,Blue,401692,29
V02265,P0142,L,Black,178860,83
V02266,P0142,L,White,231438,34
V02267,P0142,L,Red,322190,94
V02268,P0142,L,Blue,242232,51
V02269,P0142,XL,Black,458348,63
V02270,P0142,XL,White,119839,85
V02271,P0142,XL,Red,388894,41
V02272,P0142,XL,Blue,400262,67
V02273,P0143,S,Black,242664,21
V02274,P0143,S,White,480304,82
V02275,P0143,S,Red,510804,18
V02276,P0143,S,Blue,423891,50
V02277,P0143,M,Black,429835,57
V02278,P0143,M,White,256668,72
V02279,P0143,M,Red,530415,9
V02280,P0143,M,Blue,427640,21
V02281,P0143,L,Black,246392,85
V02282,P0143,L,White,246598,79
V02283,P0143,L,Red,144329,86
V02284,P0143,L,Blue,445399,28
V02285,P0143,XL,Black,171758,32
V02286,P0143,XL,White,476031,87
V02287,P0143,XL,Red,139701,74
V02288,P0143,XL,Blue,493563,20
V02289,P0144,S,Black,244134,66
V02290,P0144,S,White,129534,20
V02291,P0144,S,Red,517375,3
V02292,P0144,S,Blue,253914,58
V02293,P0144,M,Black,107793,69
V02294,P0144,M,White,404456,52
V02295,P0144,M,Red,146129,68
V02296,P0144,M,Blue,208916,25
V02297,P0144,L,Black,369787,93
V02298,P0144,L,White,333064,9
V02299,P0144,L,Red,188010,34
V02300,P0144,L,Blue,339410,19
V02301,P0144,XL,Black,547789,93
V02302,P0144,XL,White,279925,39
V02303,P0144,XL,Red,223750,27
V02304,P0144,XL,Blue,484105,24
V02305,P0145,S,Black,301988,79
V02306,P0145,S,White,548080,25
V02307,P0145,S,Red,181979,71
V02308,P0145,S,Blue,593815,60
V02309,P0145,M,Black,217437,52
V02310,P0145,M,White,331748,41
V02311,P0145,M,Red,110199,13
V02312,P0145,M,Blue,433282,5
V02313,P0145,L,Black,272202,5
V02314,P0145,L,White,518279,63
V02315,P0145,L,Red,301477,54
V02316,P0145,L,Blue,238014,22
V02317,P0145,XL,Black,361148,26
V02318,P0145,XL,White,399317,97
V02319,P0145,XL,Red,215527,97
V02320,P0145,XL,Blue,329797,97
V02321,P0146,S,Black,130457,62
V02322,P0146,S,White,276185,41
V02323,P0146,S,Red,517658,11
V02324,P0146,S,Blue,388446,38
V02325,P0146,M,Black,430020,77
V02326,P0146,M,White,234054,9
V02327,P0146,M,Red,144727,93
V02328,P0146,M,Blue,132952,85
V02329,P0146,L,Black,181113,32
V02330,P0146,L,White,138263,1
V02331,P0146,L,Red,175629,93
V02332,P0146,L,Blue,519117,47
V02333,P0146,XL,Black,179183,8
V02334,P0146,XL,White,339413,44
V02335,P0146,XL,Red,203498,92
V02336,P0146,XL,Blue,231746,40
V02337,P0147,S,Black,283350,43
V02338,P0147,S,White,131471,55
V02339,P0147,S,Red,429169,70
V02340,P0147,S,Blue,263395,82
V02341,P0147,M,Black,189849,44
V02342,P0147,M,White,338848,8
V02343,P0147,M,Red,154723,48
V02344,P0147,M,Blue,429129,53
V02345,P0147,L,Black,350459,51
V02346,P0147,L,White,172558,64
V02347,P0147,L,Red,114104,40
V02348,P0147,L,Blue,265813,52
V02349,P0147,XL,Black,169595,14
V02350,P0147,XL,White,115591,53
V02351,P0147,XL,Red,118788,96
V02352,P0147,XL,Blue,537940,74
V02353,P0148,S,Black,517137,72
V02354,P0148,S,White,521859,48
V02355,P0148,S,Red,448340,7
V02356,P0148,S,Blue,443034,42
V02357,P0148,M,Black,418864,90
V02358,P0148,M,White,374215,67
V02359,P0148,M,Red,561648,13
V02360,P0148,M,Blue,190345,0
V02361,P0148,L,Black,507332,80
V02362,P0148,L,White,418078,15
V02363,P0148,L,Red,460249,43
V02364,P0148,L,Blue,318601,23
V02365,P0148,XL,Black,444563,64
V02366,P0148,XL,White,109663,55
V02367,P0148,XL,Red,218153,68
V02368,P0148,XL,Blue,219055,29
V02369,P0149,S,Black,335006,27
V02370,P0149,S,White,124940,71
V02371,P0149,S,Red,595351,81
V02372,P0149,S,Blue,516088,48
V02373,P0149,M,Black,579486,6
V02374,P0149,M,White,506350,22
V02375,P0149,M,Red,309330,78
V02376,P0149,M,Blue,388556,36
V02377,P0149,L,Black,105289,97
V02378,P0149,L,White,145595,15
V02379,P0149,L,Red,488227,34
V02380,P0149,L,Blue,349821,75
V02381,P0149,XL,Black,552300,3
V02382,P0149,XL,White,233202,83
V02383,P0149,XL,Red,388237,14
V02384,P0149,XL,Blue,478343,39
V02385,P0150,S,Black,437391,59
V02386,P0150,S,White,182492,29
V02387,P0150,S,Red,346126,25
V02388,P0150,S,Blue,192431,90
V02389,P0150,M,Black,337558,64
V02390,P0150,M,White,340586,52
V02391,P0150,M,Red,414909,49
V02392,P0150,M,Blue,352678,68
V02393,P0150,L,Black,182077,30
V02394,P0150,L,White,480667,20
V02395,P0150,L,Red,287500,16
V02396,P0150,L,Blue,480101,95
V02397,P0150,XL,Black,472313,89
V02398,P0150,XL,White,476244,68
V02399,P0150,XL,Red,538724,56
V02400,P0150,XL,Blue,195280,38
V02401,P0151,S,Black,402555,37
V02402,P0151,S,White,357671,97
V02403,P0151,S,Red,291053,23
V02404,P0151,S,Blue,276597,95
V02405,P0151,M,Black,148973,36
V02406,P0151,M,White,276815,53
V02407,P0151,M,Red,594053,67
V02408,P0151,M,Blue,399756,72
V02409,P0151,L,Black,491284,45
V02410,P0151,L,White,512464,65
V02411,P0151,L,Red,274950,82
V02412,P0151,L,Blue,384310,17
V02413,P0151,XL,Black,454318,96
V02414,P0151,XL,White,214009,47
V02415,P0151,XL,Red,300418,46
V02416,P0151,XL,Blue,454239,88
V02417,P0152,S,Black,159155,35
V02418,P0152,S,White,543843,40
V02419,P0152,S,Red,481576,31
V02420,P0152,S,Blue,230621,30
V02421,P0152,M,Black,413686,79
V02422,P0152,M,White,444784,30
V02423,P0152,M,Red,562014,47
V02424,P0152,M,Blue,569232,45
V02425,P0152,L,Black,172995,16
V02426,P0152,L,White,512590,27
V02427,P0152,L,Red,102278,20
V02428,P0152,L,Blue,357762,28
V02429,P0152,XL,Black,213696,83
V02430,P0152,XL,White,464404,35
V02431,P0152,XL,Red,344923,90
V02432,P0152,XL,Blue,243399,63
V02433,P0153,S,Black,336045,23
V02434,P0153,S,White,285122,57
V02435,P0153,S,Red,288243,12
V02436,P0153,S,Blue,371835,45
V02437,P0153,M,Black,455302,59
V02438,P0153,M,White,510146,67
V02439,P0153,M,Red,294492,99
V02440,P0153,M,Blue,480136,5
V02441,P0153,L,Black,263773,22
V02442,P0153,L,White,218283,17
V02443,P0153,L,Red,158336,94
V02444,P0153,L,Blue,470047,55
V02445,P0153,XL,Black,437890,87
V02446,P0153,XL,White,501658,49
V02447,P0153,XL,Red,541955,70
V02448,P0153,XL,Blue,516667,85
V02449,P0154,S,Black,338653,5
V02450,P0154,S,White,164920,89
V02451,P0154,S,Red,110145,3
V02452,P0154,S,Blue,160004,95
V02453,P0154,M,Black,247920,47
V02454,P0154,M,White,109433,3
V02455,P0154,M,Red,415282,21
V02456,P0154,M,Blue,193255,53
V02457,P0154,L,Black,229303,31
V02458,P0154,L,White,536281,47
V02459,P0154,L,Red,581192,48
V02460,P0154,L,Blue,597344,40
V02461,P0154,XL,Black,312873,67
V02462,P0154,XL,White,175454,13
V02463,P0154,XL,Red,172845,72
V02464,P0154,XL,Blue,213265,57
V02465,P0155,S,Black,253526,35
V02466,P0155,S,White,338907,48
V02467,P0155,S,Red,465000,60
V02468,P0155,S,Blue,250218,24
V02469,P0155,M,Black,403144,36
V02470,P0155,M,White,541320,15
V02471,P0155,M,Red,223606,98
V02472,P0155,M,Blue,163521,37
V02473,P0155,L,Black,303652,84
V02474,P0155,L,White,582156,43
V02475,P0155,L,Red,283378,41
V02476,P0155,L,Blue,189529,94
V02477,P0155,XL,Black,164328,27
V02478,P0155,XL,White,282422,98
V02479,P0155,XL,Red,432623,6
V02480,P0155,XL,Blue,205725,18
V02481,P0156,S,Black,159340,75
V02482,P0156,S,White,503261,9
V02483,P0156,S,Red,512378,55
V02484,P0156,S,Blue,487971,0
V02485,P0156,M,Black,224483,64
V02486,P0156,M,White,119524,42
V02487,P0156,M,Red,250106,10
V02488,P0156,M,Blue,279146,61
V02489,P0156,L,Black,351192,32
V02490,P0156,L,White,189370,58
V02491,P0156,L,Red,503218,38
V02492,P0156,L,Blue,219550,33
V02493,P0156,XL,Black,249715,51
V02494,P0156,XL,White,110419,96
V02495,P0156,XL,Red,200859,0
V02496,P0156,XL,Blue,205553,6
V02497,P0157,S,Black,471732,88
V02498,P0157,S,White,441938,72
V02499,P0157,S,Red,457580,87
V02500,P0157,S,Blue,235393,66
V02501,P0157,M,Black,316244,26
V02502,P0157,M,White,461857,97
V02503,P0157,M,Red,419828,29
V02504,P0157,M,Blue,441911,1
V02505,P0157,L,Black,165960,43
V02506,P0157,L,White,319189,51
V02507,P0157,L,Red,336636,19
V02508,P0157,L,Blue,498403,57
V02509,P0157,XL,Black,181407,48
V02510,P0157,XL,White,420716,44
V02511,P0157,XL,Red,323111,76
V02512,P0157,XL,Blue,597314,44
V02513,P0158,S,Black,439873,86
V02514,P0158,S,White,541935,50
V02515,P0158,S,Red,339602,38
V02516,P0158,S,Blue,106970,28
V02517,P0158,M,Black,579951,50
V02518,P0158,M,White,162930,55
V02519,P0158,M,Red,211158,46
V02520,P0158,M,Blue,250554,66
V02521,P0158,L,Black,130152,70
V02522,P0158,L,White,325873,15
V02523,P0158,L,Red,458563,92
V02524,P0158,L,Blue,139677,94
V02525,P0158,XL,Black,369887,21
V02526,P0158,XL,White,331891,58
V02527,P0158,XL,Red,422757,72
V02528,P0158,XL,Blue,295781,76
V02529,P0159,S,Black,127815,42
V02530,P0159,S,White,567432,3
V02531,P0159,S,Red,281504,58
V02532,P0159,S,Blue,552769,97
V02533,P0159,M,Black,297961,77
V02534,P0159,M,White,533836,61
V02535,P0159,M,Red,585269,86
V02536,P0159,M,Blue,208969,66
V02537,P0159,L,Black,310058,56
V02538,P0159,L,White,302596,57
V02539,P0159,L,Red,546845,84
V02540,P0159,L,Blue,356990,43
V02541,P0159,XL,Black,212488,46
V02542,P0159,XL,White,347293,81
V02543,P0159,XL,Red,510858,5
V02544,P0159,XL,Blue,335277,33
V02545,P0160,S,Black,449467,55
V02546,P0160,S,White,123953,6
V02547,P0160,S,Red,477706,40
V02548,P0160,S,Blue,465610,61
V02549,P0160,M,Black,588246,82
V02550,P0160,M,White,339939,10
V02551,P0160,M,Red,346117,49
V02552,P0160,M,Blue,521143,90
V02553,P0160,L,Black,525604,85
V02554,P0160,L,White,570047,95
V02555,P0160,L,Red,108316,17
V02556,P0160,L,Blue,476412,50
V02557,P0160,XL,Black,269485,24
V02558,P0160,XL,White,529501,93
V02559,P0160,XL,Red,240874,43
V02560,P0160,XL,Blue,194670,1
V02561,P0161,S,Black,302800,61
V02562,P0161,S,White,512221,35
V02563,P0161,S,Red,323556,3
V02564,P0161,S,Blue,341418,24
V02565,P0161,M,Black,462729,17
V02566,P0161,M,White,311306,3
V02567,P0161,M,Red,107418,75
V02568,P0161,M,Blue,459960,19
V02569,P0161,L,Black,340970,61
V02570,P0161,L,White,343897,37
V02571,P0161,L,Red,441973,89
V02572,P0161,L,Blue,249066,2
V02573,P0161,XL,Black,218435,34
V02574,P0161,XL,White,252936,36
V02575,P0161,XL,Red,477753,90
V02576,P0161,XL,Blue,338204,19
V02577,P0162,S,Black,192283,57
V02578,P0162,S,White,304737,16
V02579,P0162,S,Red,183714,17
V02580,P0162,S,Blue,274195,18
V02581,P0162,M,Black,371254,42
V02582,P0162,M,White,461942,71
V02583,P0162,M,Red,370056,59
V02584,P0162,M,Blue,306400,95
V02585,P0162,L,Black,447055,61
V02586,P0162,L,White,159396,48
V02587,P0162,L,Red,537021,16
V02588,P0162,L,Blue,313308,15
V02589,P0162,XL,Black,148701,72
V02590,P0162,XL,White,489010,87
V02591,P0162,XL,Red,397419,5
V02592,P0162,XL,Blue,295755,63
V02593,P0163,S,Black,466895,97
V02594,P0163,S,White,246641,30
V02595,P0163,S,Red,237400,84
V02596,P0163,S,Blue,373371,83
V02597,P0163,M,Black,103825,70
V02598,P0163,M,White,583547,39
V02599,P0163,M,Red,222819,27
V02600,P0163,M,Blue,378947,7
V02601,P0163,L,Black,465031,96
V02602,P0163,L,White,213205,79
V02603,P0163,L,Red,591654,92
V02604,P0163,L,Blue,104262,57
V02605,P0163,XL,Black,346799,94
