order_id,user_id,total_price,status,created_at
O001395,U09114,2751983,PENDING,2025-09-02T10:40:48.490
O001396,U09240,636956,CANCEL,2025-10-16T04:55:48.490
O001397,U03719,1244726,PENDING,2025-11-13T21:41:48.490
O001398,U02203,2533500,CANCEL,2025-10-20T03:20:48.490
O001399,U01783,2254241,PAID,2025-10-01T01:19:48.490
O001400,U07072,858939,PAID,2025-10-26T09:25:48.490
O001401,U06921,958123,PAID,2025-10-23T15:20:48.490
O001402,U01347,2563593,PAID,2025-12-30T15:07:48.490
O001403,U01173,2053640,PENDING,2025-09-07T22:44:48.490
O001404,U05468,1529106,PENDING,2025-11-11T10:32:48.490
O001405,U09185,790867,PENDING,2025-12-28T13:58:48.490
O001406,U08594,2883918,CANCEL,2025-12-01T17:20:48.490
O001407,U09929,1550477,PAID,2025-08-30T03:51:48.490
O001408,U08955,3042318,CANCEL,2026-01-04T01:45:48.490
O001409,U05929,1077245,PAID,2025-10-03T00:15:48.490
O001410,U07325,1769538,CANCEL,2025-09-19T04:53:48.490
O001411,U01306,556522,PENDING,2025-11-29T16:28:48.490
O001412,U06735,2259653,PAID,2025-12-08T05:05:48.490
O001413,U00209,2774102,CANCEL,2025-11-22T03:32:48.490
O001414,U05650,436187,CANCEL,2026-01-04T21:37:48.490
O001415,U09037,1316512,CANCEL,2025-12-27T18:34:48.490
O001416,U08839,1533226,PAID,2025-11-01T03:24:48.490
O001417,U03183,2177029,PENDING,2025-08-31T01:52:48.490
O001418,U05623,1512780,PENDING,2026-01-11T12:57:48.490
O001419,U09195,2003066,PENDING,2025-10-12T06:30:48.490
O001420,U09916,2267016,PENDING,2025-09-09T19:51:48.490
O001421,U07904,1105178,CANCEL,2025-12-10T00:48:48.490
O001422,U01754,2965588,PENDING,2026-01-02T00:49:48.490
O001423,U06321,2268672,PAID,2025-11-07T02:50:48.490
O001424,U09541,165180,PAID,2025-09-15T10:53:48.490
O001425,U06193,1642960,PENDING,2025-11-09T21:24:48.490
O001426,U03769,3049755,PAID,2025-09-14T10:21:48.490
O001427,U07561,2374942,PAID,2026-01-09T07:24:48.490
O001428,U02093,2690498,PENDING,2025-09-11T17:43:48.490
O001429,U03363,902854,PENDING,2025-12-20T17:40:48.490
O001430,U04915,2751675,CANCEL,2025-10-28T12:48:48.490
O001431,U03639,2799108,CANCEL,2025-12-07T23:09:48.490
O001432,U05589,2920103,PAID,2025-09-20T15:27:48.490
O001433,U08754,3073940,PAID,2025-11-15T12:20:48.490
O001434,U00666,236540,CANCEL,2025-11-25T23:37:48.490
O001435,U05882,2263370,CANCEL,2026-01-12T01:35:48.490
O001436,U01375,215037,CANCEL,2025-12-01T05:44:48.490
O001437,U05385,653942,PAID,2025-10-07T13:20:48.490
O001438,U00700,260369,PENDING,2025-11-27T01:47:48.490
O001439,U09533,2444982,CANCEL,2025-10-14T07:56:48.490
O001440,U02834,1320339,PENDING,2025-11-24T13:01:48.490
O001441,U07698,2631622,CANCEL,2026-01-06T18:06:48.490
O001442,U07048,583192,PENDING,2025-10-11T02:30:48.490
O001443,U07340,1276059,PAID,2025-11-28T03:00:48.490
O001444,U08386,1248831,PENDING,2025-09-05T08:42:48.490
O001445,U02132,2401241,PAID,2025-11-18T16:16:48.490
O001446,U04642,1644751,PAID,2025-09-06T22:55:48.490
O001447,U03757,2856319,PAID,2025-12-17T18:00:48.490
O001448,U02809,618504,PAID,2025-11-05T13:44:48.490
O001449,U03561,1312495,PAID,2025-10-18T00:30:48.490
O001450,U08134,1820500,CANCEL,2025-12-29T21:23:48.490
O001451,U07317,2320304,PENDING,2025-10-26T07:09:48.490
O001452,U08307,933386,PAID,2025-12-03T05:49:48.490
O001453,U01135,530273,CANCEL,2025-12-13T16:03:48.490
O001454,U01434,721008,PAID,2025-11-21T22:33:48.490
O001455,U05014,1277113,PAID,2025-11-09T20:44:48.490
O001456,U02627,595818,CANCEL,2025-10-29T21:52:48.490
O001457,U09490,704319,PAID,2025-12-21T07:39:48.490
O001458,U08411,2753116,CANCEL,2025-12-10T02:41:48.490
O001459,U08205,1974512,PENDING,2025-12-17T09:08:48.490
O001460,U05395,2145066,CANCEL,2025-09-24T04:29:48.490
O001461,U00327,166607,PENDING,2025-10-30T18:30:48.490
O001462,U04802,2435680,PAID,2025-09-29T13:50:48.490
O001463,U06924,1154877,PENDING,2025-12-21T17:37:48.490
O001464,U07451,1145663,PAID,2025-12-15T15:59:48.490
O001465,U03714,1038854,PAID,2025-09-29T21:16:48.491
O001466,U08046,1596600,PENDING,2025-11-18T05:55:48.491
O001467,U09370,1338441,PENDING,2025-12-03T13:17:48.491
O001468,U02250,857807,PAID,2025-12-26T22:35:48.491
O001469,U06947,1707760,CANCEL,2026-01-10T20:30:48.491
O001470,U04310,2724611,PAID,2025-10-26T18:36:48.491
O001471,U01597,2801514,CANCEL,2025-11-29T17:03:48.491
O001472,U08504,948613,PENDING,2025-11-04T15:46:48.491
O001473,U02942,667242,CANCEL,2025-10-31T22:27:48.491
O001474,U00648,2023824,PAID,2025-12-20T18:35:48.491
O001475,U02382,2470243,PAID,2025-09-25T10:28:48.491
O001476,U04585,1356821,PAID,2025-12-16T18:43:48.491
O001477,U04965,350384,CANCEL,2025-10-05T06:01:48.491
O001478,U08691,1272238,PAID,2025-11-28T19:16:48.491
O001479,U04193,1335246,CANCEL,2025-12-28T15:27:48.491
O001480,U07538,2043687,PAID,2025-11-27T10:41:48.491
O001481,U02516,1667039,PAID,2025-10-23T21:14:48.491
O001482,U04959,2828561,PAID,2025-10-28T04:10:48.491
O001483,U08965,1558278,CANCEL,2025-12-12T10:02:48.491
O001484,U08126,1908927,PENDING,2025-12-24T15:38:48.491
O001485,U05090,434923,PAID,2025-11-11T10:31:48.491
O001486,U07507,773001,PAID,2025-09-24T07:01:48.491
O001487,U02736,1745144,PENDING,2025-09-23T03:19:48.491
O001488,U04535,454211,PENDING,2025-10-29T01:57:48.491
O001489,U03579,2719067,PENDING,2025-09-13T20:47:48.491
O001490,U04125,1423247,CANCEL,2025-11-05T11:57:48.491
O001491,U03355,1420761,PENDING,2025-11-23T09:26:48.491
O001492,U07669,1370040,PAID,2025-09-30T03:03:48.491
O001493,U08778,1629686,CANCEL,2025-11-08T02:32:48.491
O001494,U07665,221921,PAID,2025-11-16T14:27:48.491
O001495,U09775,2145530,PENDING,2025-12-01T00:07:48.491
O001496,U04882,2705054,CANCEL,2025-12-21T19:28:48.491
O001497,U09184,1907252,PAID,2025-08-31T05:22:48.491
O001498,U08496,1498316,CANCEL,2025-11-20T22:16:48.491
O001499,U06943,1125370,PENDING,2025-11-30T19:43:48.491
O001500,U07882,1737005,PENDING,2025-11-12T07:03:48.491
O001501,U01142,273758,CANCEL,2026-01-11T07:32:48.491
O001502,U07364,132222,CANCEL,2025-09-30T06:27:48.491
O001503,U03134,2266694,CANCEL,2025-12-25T18:49:48.491
O001504,U00524,632963,CANCEL,2025-12-05T22:16:48.491
O001505,U06822,1449493,PENDING,2025-12-06T17:23:48.491
O001506,U09516,1297580,PAID,2025-10-29T18:54:48.491
O001507,U00365,1512269,PENDING,2025-12-27T17:51:48.491
O001508,U09028,1025430,CANCEL,2026-01-05T11:08:48.491
O001509,U07271,3054247,PENDING,2025-12-13T16:33:48.491
O001510,U08041,2559941,PENDING,2025-09-21T13:04:48.491
O001511,U05983,990035,CANCEL,2025-08-30T03:02:48.491
O001512,U06273,2091358,PAID,2025-11-15T12:42:48.491
O001513,U00290,784110,PENDING,2026-01-05T13:03:48.491
O001514,U06562,2228187,CANCEL,2025-11-16T15:15:48.491
O001515,U01743,364630,PAID,2025-10-06T04:39:48.491
O001516,U00896,2327250,CANCEL,2025-11-19T18:31:48.491
O001517,U02089,1875716,CANCEL,2025-12-31T22:11:48.491
O001518,U00648,2322311,CANCEL,2025-09-14T19:13:48.491
O001519,U07621,2483293,CANCEL,2025-10-17T04:07:48.491
O001520,U03195,2022433,PENDING,2025-12-09T07:00:48.491
O001521,U05330,627895,CANCEL,2025-10-25T17:08:48.491
O001522,U01174,868047,PAID,2026-01-04T04:35:48.491
O001523,U06976,2385162,PENDING,2025-12-28T17:27:48.491
O001524,U05543,3098901,PAID,2025-12-17T09:56:48.491
O001525,U06733,2157840,PENDING,2025-10-04T19:03:48.491
O001526,U09275,902903,PENDING,2025-09-24T00:35:48.491
O001527,U07640,1632231,PAID,2025-12-21T23:15:48.491
O001528,U02064,2417761,PAID,2025-12-25T18:07:48.491
O001529,U06036,2172893,PAID,2025-12-29T06:24:48.491
O001530,U01360,2360346,CANCEL,2025-12-09T20:19:48.491
O001531,U02144,1170332,CANCEL,2025-11-29T18:44:48.491
O001532,U07587,281496,CANCEL,2025-12-01T17:54:48.491
O001533,U04087,1596297,CANCEL,2025-10-19T19:43:48.491
O001534,U01895,2716237,PENDING,2025-11-18T00:27:48.491
O001535,U06054,3022607,CANCEL,2025-12-18T07:19:48.491
O001536,U03308,178354,CANCEL,2025-11-02T08:15:48.491
O001537,U09912,1303607,CANCEL,2025-12-26T10:16:48.491
O001538,U00010,1049197,PENDING,2025-12-04T03:25:48.491
O001539,U04932,100666,CANCEL,2025-09-30T15:58:48.491
O001540,U01712,116744,PAID,2026-01-03T19:57:48.491
O001541,U09599,2570836,PAID,2025-10-19T15:49:48.491
O001542,U09993,1649477,PAID,2025-09-07T00:33:48.491
O001543,U00036,2067532,CANCEL,2025-10-03T07:04:48.491
O001544,U01873,2590353,PENDING,2025-12-22T16:33:48.491
O001545,U09246,1815251,CANCEL,2025-10-05T22:09:48.491
O001546,U04723,1526462,PAID,2025-11-27T03:46:48.491
O001547,U03534,2448878,PENDING,2025-09-13T07:17:48.491
O001548,U03207,199734,PAID,2025-09-19T10:18:48.491
O001549,U07949,2068590,PENDING,2025-12-09T18:14:48.491
O001550,U06428,2770896,CANCEL,2025-09-17T16:32:48.491
O001551,U03962,2376430,PENDING,2025-09-24T10:24:48.491
O001552,U01042,111339,PENDING,2025-12-22T04:51:48.491
O001553,U03838,168601,PAID,2025-11-30T13:51:48.491
O001554,U00693,1070490,CANCEL,2025-10-08T21:13:48.491
O001555,U08346,1341260,PENDING,2025-10-23T16:07:48.491
O001556,U09296,2181102,PENDING,2025-09-07T13:39:48.491
O001557,U03879,1452164,PENDING,2026-01-05T15:48:48.491
O001558,U07576,1906449,PAID,2025-09-08T21:46:48.491
O001559,U03757,445869,PAID,2025-10-23T05:18:48.491
O001560,U01706,2822017,CANCEL,2025-11-25T17:27:48.491
O001561,U07015,872639,PAID,2025-11-28T14:17:48.491
O001562,U01096,3028536,PENDING,2026-01-06T10:35:48.491
O001563,U06729,788378,PAID,2025-09-01T14:55:48.491
O001564,U00026,2889477,PENDING,2025-10-18T21:58:48.491
O001565,U09957,1499673,PENDING,2025-11-01T17:58:48.491
O001566,U08109,217424,CANCEL,2025-11-19T19:22:48.491
O001567,U08932,2897869,CANCEL,2025-09-13T07:40:48.491
O001568,U00212,268870,PENDING,2026-01-01T14:59:48.491
O001569,U08596,955686,CANCEL,2025-09-17T10:00:48.491
O001570,U06854,2875454,PAID,2026-01-04T18:50:48.491
O001571,U04166,2392163,PENDING,2026-01-04T22:54:48.491
O001572,U00606,2748437,PAID,2025-08-27T13:28:48.491
O001573,U06017,384869,PAID,2025-12-10T07:08:48.491
O001574,U01295,1017009,CANCEL,2025-10-18T00:06:48.491
O001575,U05733,574278,PENDING,2025-10-24T16:44:48.491
O001576,U07674,1391429,CANCEL,2025-10-13T12:16:48.491
O001577,U07784,282086,PAID,2025-11-05T23:39:48.491
O001578,U07588,1396628,CANCEL,2025-12-05T17:52:48.491
O001579,U07023,947674,CANCEL,2025-12-10T22:39:48.491
O001580,U09574,1835229,PENDING,2025-10-24T20:08:48.491
O001581,U07996,1155228,PENDING,2025-10-09T13:43:48.491
O001582,U04965,2178694,CANCEL,2025-09-18T14:17:48.491
O001583,U08103,1904185,CANCEL,2026-01-12T05:50:48.491
O001584,U04497,3062643,PAID,2025-10-14T00:47:48.491
O001585,U06385,2630009,CANCEL,2025-09-30T09:53:48.491
O001586,U00347,2788175,PAID,2025-09-30T18:18:48.491
O001587,U08763,517905,PENDING,2026-01-08T10:46:48.491
O001588,U05784,170408,CANCEL,2025-12-18T19:47:48.491
O001589,U08980,1431523,PAID,2025-10-18T21:11:48.491
O001590,U06094,2344156,PENDING,2025-12-28T01:26:48.491
O001591,U00545,584699,PENDING,2025-09-22T10:37:48.491
O001592,U02944,2452433,PAID,2025-11-15T10:01:48.491
O001593,U04987,3035443,PAID,2025-12-25T09:32:48.491
O001594,U02956,2838847,PAID,2026-01-06T14:12:48.491
O001595,U07874,1672687,PAID,2026-01-05T00:07:48.491
O001596,U04985,2435263,PAID,2026-01-10T06:35:48.491
O001597,U09982,223775,PENDING,2025-09-03T09:19:48.491
O001598,U05990,973526,PENDING,2025-12-09T16:02:48.491
O001599,U05027,2677364,PAID,2025-11-23T13:46:48.492
O001600,U09645,351066,PENDING,2025-09-06T17:06:48.492
O001601,U06084,893030,PENDING,2025-10-10T13:21:48.492
O001602,U02588,600810,CANCEL,2025-09-11T13:16:48.492
O001603,U03480,2862878,PAID,2025-11-12T00:11:48.492
O001604,U00133,2530437,PENDING,2025-10-25T17:50:48.492
O001605,U07350,547647,PAID,2025-11-03T13:53:48.492
O001606,U05402,369170,PAID,2025-11-25T16:24:48.492
O001607,U01049,2310661,CANCEL,2025-12-14T01:46:48.492
O001608,U00563,782699,CANCEL,2025-08-28T22:47:48.492
O001609,U08384,1796255,PAID,2025-12-16T14:09:48.492
O001610,U07391,1833509,PAID,2026-01-02T13:57:48.492
O001611,U01969,533061,PAID,2025-10-02T20:11:48.492
O001612,U03732,1980920,PAID,2025-12-21T10:33:48.492
O001613,U02476,248446,PENDING,2025-10-05T01:37:48.492
O001614,U08575,2330343,PENDING,2025-10-23T02:02:48.492
O001615,U08473,1948242,PAID,2026-01-10T03:18:48.492
O001616,U00822,1136528,CANCEL,2025-09-30T11:25:48.492
O001617,U03359,1804185,PENDING,2025-11-29T02:24:48.492
O001618,U09336,997079,PAID,2025-11-05T21:45:48.492
O001619,U00739,2534597,CANCEL,2025-09-26T16:10:48.492
O001620,U03069,513373,CANCEL,2025-11-15T03:34:48.492
O001621,U02357,671510,PAID,2025-09-02T23:43:48.492
O001622,U05635,1250198,PAID,2025-11-01T05:39:48.492
O001623,U01244,2205612,PENDING,2025-12-31T00:24:48.492
O001624,U03281,2448502,PENDING,2025-11-22T15:10:48.492
O001625,U07111,2432345,PAID,2025-12-09T00:40:48.492
O001626,U03754,1048365,PENDING,2025-12-03T06:56:48.492
O001627,U09549,633391,PAID,2025-10-23T11:01:48.492
O001628,U04670,801040,CANCEL,2025-11-10T19:58:48.492
O001629,U02713,1231634,PENDING,2025-12-26T13:18:48.492
O001630,U08352,2766281,CANCEL,2025-09-10T12:21:48.492
O001631,U01697,1038131,PAID,2025-11-27T16:21:48.492
O001632,U04007,526172,CANCEL,2025-08-31T10:51:48.492
O001633,U02580,2979874,PAID,2025-12-08T07:46:48.492
O001634,U03233,2856435,PAID,2025-09-01T19:58:48.492
O001635,U00961,268046,PENDING,2025-12-23T18:22:48.492
O001636,U01861,527377,PAID,2025-09-17T15:13:48.492
O001637,U00808,1254536,CANCEL,2026-01-02T08:46:48.492
O001638,U01701,2077181,PENDING,2025-09-01T08:57:48.492
O001639,U07130,2676833,PENDING,2025-12-21T05:35:48.492
O001640,U00893,1077229,CANCEL,2026-01-08T11:19:48.492
O001641,U09336,1824976,CANCEL,2025-10-03T11:00:48.492
O001642,U06544,1610088,CANCEL,2025-10-29T18:39:48.492
O001643,U05460,2485746,CANCEL,2025-12-25T19:09:48.492
O001644,U04583,663585,PENDING,2025-10-22T06:57:48.492
O001645,U06375,2541433,CANCEL,2025-10-10T22:12:48.492
O001646,U08109,2868029,CANCEL,2025-10-08T23:59:48.492
O001647,U01297,1306165,CANCEL,2025-09-07T17:22:48.492
O001648,U05932,2061419,CANCEL,2025-12-26T20:02:48.492
O001649,U04632,977586,PAID,2025-10-18T01:29:48.492
O001650,U09461,2386229,PENDING,2025-10-24T13:52:48.492
O001651,U05115,755645,CANCEL,2025-09-23T03:11:48.492
O001652,U08454,2403435,CANCEL,2025-12-07T22:08:48.492
O001653,U09085,262181,PENDING,2025-11-22T11:00:48.492
O001654,U03355,450299,PAID,2025-11-20T14:58:48.492
O001655,U08821,1561553,CANCEL,2025-09-20T06:09:48.492
O001656,U08406,1841280,PAID,2025-10-17T04:11:48.492
O001657,U02094,1349828,PAID,2025-10-05T16:35:48.492
O001658,U04601,1872007,PENDING,2025-08-26T21:27:48.492
O001659,U02004,520305,CANCEL,2025-11-02T03:45:48.492
O001660,U05684,2800196,CANCEL,2025-09-02T21:33:48.492
O001661,U04034,1690002,PENDING,2025-10-23T08:50:48.492
O001662,U01897,2890580,CANCEL,2025-09-29T15:46:48.492
O001663,U00087,1032316,PENDING,2025-10-14T05:49:48.492
O001664,U03091,441340,CANCEL,2025-11-18T11:22:48.492
O001665,U02828,538160,CANCEL,2025-09-07T23:53:48.492
O001666,U00182,2624460,PENDING,2025-10-02T11:29:48.492
O001667,U07341,1571400,CANCEL,2025-09-11T21:17:48.492
O001668,U06727,1882935,PENDING,2025-12-19T07:51:48.492
O001669,U08396,2520122,CANCEL,2025-09-28T11:45:48.492
O001670,U07600,661807,PAID,2025-09-20T17:05:48.492
O001671,U04098,1187479,CANCEL,2025-12-01T03:31:48.492
O001672,U04800,2220952,PAID,2025-08-27T10:08:48.492
O001673,U01430,2078502,PAID,2025-09-16T19:28:48.492
O001674,U09915,1842443,PAID,2025-12-19T00:22:48.492
O001675,U09133,2513369,PENDING,2025-11-14T05:42:48.492
O001676,U01141,1044156,PAID,2025-10-31T13:49:48.492
O001677,U01828,2940646,PAID,2025-12-19T14:15:48.492
O001678,U00523,2178021,CANCEL,2025-11-26T06:46:48.492
O001679,U01806,2339604,CANCEL,2025-09-24T05:44:48.492
O001680,U06677,2095953,PAID,2025-09-18T22:04:48.492
O001681,U01862,2236367,PENDING,2025-09-07T09:53:48.492
O001682,U08074,2728698,PENDING,2025-11-07T10:34:48.492
O001683,U09744,2464663,CANCEL,2025-12-27T15:27:48.492
O001684,U00769,1056993,CANCEL,2025-10-08T02:45:48.492
O001685,U08362,393965,PAID,2025-09-17T16:10:48.492
O001686,U07324,746283,PAID,2025-09-19T08:19:48.492
O001687,U07748,2142763,CANCEL,2025-10-15T14:10:48.492
O001688,U06838,1354552,PAID,2025-12-03T13:04:48.492
O001689,U03284,2201367,PENDING,2025-10-23T06:14:48.492
O001690,U01546,331886,PAID,2025-11-26T19:24:48.492
O001691,U06192,2308633,PAID,2025-10-05T14:24:48.492
O001692,U04189,560729,CANCEL,2025-12-05T17:15:48.492
O001693,U05829,1208922,PAID,2025-12-10T07:02:48.492
O001694,U00428,2064730,CANCEL,2025-09-17T06:26:48.492
O001695,U05515,2437234,CANCEL,2025-12-11T21:04:48.492
O001696,U07178,2607755,PAID,2025-11-06T17:39:48.492
O001697,U01630,2737689,PAID,2025-10-17T14:21:48.492
O001698,U07488,1389208,PENDING,2025-09-10T02:11:48.492
O001699,U06775,2396776,CANCEL,2026-01-11T02:16:48.492
O001700,U01467,266757,PAID,2025-10-14T19:21:48.492
O001701,U08643,1554077,PENDING,2025-12-06T19:09:48.492
O001702,U02982,1405264,CANCEL,2025-09-23T09:11:48.492
O001703,U07931,2456306,CANCEL,2025-09-18T09:05:48.492
O001704,U08465,1032532,CANCEL,2026-01-09T08:51:48.492
O001705,U06070,2612934,CANCEL,2025-10-24T08:57:48.492
O001706,U09705,2748201,PENDING,2025-10-08T05:32:48.492
O001707,U07740,1730543,CANCEL,2025-10-11T07:41:48.492
O001708,U09543,990506,PENDING,2025-12-07T18:48:48.492
O001709,U02791,243985,CANCEL,2025-10-03T15:33:48.492
O001710,U03847,728487,CANCEL,2025-11-08T03:40:48.492
O001711,U04890,2210972,CANCEL,2025-08-27T14:48:48.492
O001712,U04386,2555011,PENDING,2025-09-22T18:12:48.492
O001713,U00879,2116361,CANCEL,2025-11-27T09:02:48.492
O001714,U01870,2676463,PAID,2025-12-05T04:26:48.492
O001715,U06550,1903932,PENDING,2026-01-05T02:57:48.492
O001716,U07039,1628796,CANCEL,2025-09-06T14:37:48.492
O001717,U05490,1391942,PAID,2025-12-13T14:51:48.492
O001718,U01446,443726,PENDING,2025-11-20T10:12:48.492
O001719,U02691,381744,CANCEL,2025-09-02T13:58:48.492
O001720,U09858,2683204,PAID,2025-12-12T20:25:48.492
O001721,U03416,2310578,PENDING,2025-08-30T16:24:48.492
O001722,U05097,1850917,PENDING,2025-12-26T07:23:48.492
O001723,U05165,169563,PENDING,2025-12-01T01:06:48.492
O001724,U01781,1920577,CANCEL,2025-09-26T16:45:48.492
O001725,U01653,1165857,CANCEL,2025-09-29T10:01:48.492
O001726,U00592,2682603,CANCEL,2025-10-29T02:42:48.492
O001727,U04217,2900401,CANCEL,2025-12-04T08:52:48.492
O001728,U00733,2848389,CANCEL,2025-09-01T21:34:48.492
O001729,U05941,213355,PENDING,2025-11-16T04:30:48.492
O001730,U00503,1163834,PAID,2025-09-04T15:59:48.492
O001731,U07454,2703393,PAID,2025-10-19T19:29:48.492
O001732,U07111,1666251,PENDING,2025-11-12T10:36:48.492
O001733,U07423,3022391,CANCEL,2025-08-31T23:27:48.492
O001734,U02007,2893446,PENDING,2025-10-19T18:17:48.492
O001735,U00376,2104718,PENDING,2025-11-26T16:59:48.492
O001736,U09941,2875669,CANCEL,2025-09-06T04:30:48.492
O001737,U01333,802909,PENDING,2026-01-08T06:09:48.492
O001738,U06009,364250,PAID,2025-10-26T19:10:48.492
O001739,U00864,2099909,PENDING,2025-12-11T12:31:48.492
O001740,U05588,681959,PAID,2025-10-24T04:32:48.493
O001741,U04911,307243,CANCEL,2025-09-09T01:39:48.493
O001742,U03490,393328,CANCEL,2025-11-16T10:00:48.493
O001743,U07646,2965663,PAID,2025-11-08T14:02:48.493
O001744,U01662,271662,CANCEL,2025-08-28T22:41:48.493
O001745,U01181,493710,CANCEL,2025-12-05T09:20:48.493
O001746,U07429,440023,CANCEL,2025-12-26T18:18:48.493
O001747,U04963,2828018,PAID,2025-09-26T06:15:48.493
O001748,U05649,1318915,PENDING,2025-09-10T12:42:48.493
O001749,U05711,2056590,CANCEL,2025-12-11T07:38:48.493
O001750,U03300,2945893,PAID,2025-09-14T04:05:48.493
O001751,U05167,1500817,CANCEL,2026-01-06T15:00:48.493
O001752,U08605,1833496,CANCEL,2025-10-20T22:06:48.493
O001753,U07305,2288873,PENDING,2025-11-22T21:12:48.493
O001754,U07358,921100,CANCEL,2025-11-27T07:01:48.493
O001755,U09554,646539,PENDING,2025-09-11T16:25:48.493
O001756,U03776,2204359,PENDING,2025-10-17T16:15:48.493
O001757,U02126,1655280,CANCEL,2025-09-04T07:28:48.493
O001758,U07050,350609,PENDING,2025-10-11T15:32:48.493
O001759,U07639,1360801,PENDING,2025-10-29T14:46:48.493
O001760,U05817,676540,CANCEL,2025-10-18T08:01:48.493
O001761,U00267,1942822,PAID,2025-09-13T17:30:48.493
O001762,U09484,580940,PENDING,2025-10-01T16:27:48.493
O001763,U07954,732792,CANCEL,2025-10-15T18:18:48.493
O001764,U07529,2072991,PAID,2025-09-30T08:17:48.493
O001765,U03545,285164,PAID,2025-11-28T01:22:48.493
O001766,U07253,2167573,PAID,2025-09-15T09:57:48.493
O001767,U05062,2690421,PAID,2025-09-07T09:41:48.493
O001768,U03114,2159390,CANCEL,2025-10-31T20:38:48.493
O001769,U07951,1690533,CANCEL,2025-09-08T23:16:48.493
O001770,U05748,2676353,PENDING,2025-09-04T19:33:48.493
O001771,U02642,2515115,PAID,2025-12-28T07:38:48.493
O001772,U06037,263466,PAID,2026-01-03T12:12:48.493
O001773,U02135,850695,CANCEL,2025-11-04T11:26:48.493
O001774,U05480,1012945,PAID,2025-10-01T20:12:48.493
O001775,U09972,2042754,PAID,2025-10-15T14:09:48.493
O001776,U01554,1195030,PAID,2025-09-22T07:43:48.493
O001777,U05463,1594378,PAID,2025-12-15T11:34:48.493
O001778,U03874,2675772,PENDING,2025-11-25T16:21:48.493
O001779,U01946,2931400,PAID,2025-09-10T01:06:48.493
O001780,U00491,585789,CANCEL,2025-09-28T05:45:48.493
O001781,U07021,309548,CANCEL,2025-11-01T06:15:48.493
O001782,U05593,2890261,PAID,2025-11-07T19:34:48.493
O001783,U06250,2446390,PENDING,2025-11-29T16:30:48.493
O001784,U06792,2311455,PENDING,2025-12-27T08:29:48.493
O001785,U09994,2133328,PENDING,2025-11-06T11:17:48.493
O001786,U01193,939305,CANCEL,2025-10-09T03:12:48.493
O001787,U06678,1861124,CANCEL,2025-10-05T15:10:48.493
O001788,U05702,2204221,PENDING,2025-09-16T03:38:48.493
O001789,U03141,2681950,CANCEL,2025-10-25T05:10:48.493
O001790,U07539,341167,CANCEL,2026-01-07T13:16:48.493
O001791,U00111,2341317,CANCEL,2025-10-16T07:28:48.493
O001792,U02907,2163723,PAID,2025-09-08T03:16:48.493
O001793,U05519,1256820,PENDING,2025-12-01T19:04:48.493
O001794,U02778,2390044,PAID,2025-08-27T19:31:48.493
O001795,U06141,2995862,CANCEL,2025-12-28T15:22:48.493
O001796,U07292,2275332,PENDING,2025-12-23T11:41:48.493
O001797,U03964,1267934,PAID,2025-10-15T04:06:48.493
O001798,U00642,2197178,CANCEL,2025-09-30T01:55:48.493
O001799,U02874,2846284,PENDING,2025-10-31T18:48:48.493
O001800,U06500,503467,PAID,2025-09-13T06:07:48.493
O001801,U05873,1263636,PENDING,2025-11-14T10:55:48.493
O001802,U08652,2513915,PAID,2025-12-15T07:38:48.493
O001803,U04578,2472184,PENDING,2025-11-06T19:20:48.493
O001804,U04276,1915791,PENDING,2025-12-05T21:07:48.493
O001805,U06120,2328240,PAID,2025-12-29T08:41:48.493
O001806,U02542,2750674,PENDING,2025-11-19T19:13:48.493
O001807,U04979,2794256,CANCEL,2026-01-08T22:05:48.493
O001808,U08083,1922239,PAID,2025-11-22T09:33:48.493
O001809,U08554,1138631,PENDING,2025-10-20T16:05:48.493
O001810,U09739,207482,PAID,2025-08-27T06:31:48.493
O001811,U07758,2974353,CANCEL,2025-10-02T06:42:48.493
O001812,U09097,652961,CANCEL,2026-01-01T07:02:48.493
O001813,U01121,2541598,CANCEL,2025-09-04T09:29:48.493
O001814,U01473,2252087,PENDING,2025-09-18T13:53:48.493
O001815,U02223,418935,PENDING,2025-10-22T09:15:48.493
O001816,U02275,564307,PAID,2025-09-20T17:37:48.493
O001817,U04770,1838523,PENDING,2025-12-08T09:48:48.493
O001818,U06137,1884062,CANCEL,2025-12-31T16:37:48.493
O001819,U00433,2522079,CANCEL,2025-09-25T12:26:48.493
O001820,U09227,1391672,PENDING,2025-08-29T09:41:48.493
O001821,U02294,2914442,PAID,2025-11-16T07:11:48.493
O001822,U01840,1155843,CANCEL,2026-01-04T18:38:48.493
O001823,U06659,2151606,PAID,2026-01-07T23:43:48.493
O001824,U07877,1243570,PENDING,2025-12-27T12:55:48.493
O001825,U01115,1324633,PAID,2025-12-21T22:49:48.493
O001826,U00530,299756,CANCEL,2025-10-07T18:05:48.493
O001827,U08003,1962018,CANCEL,2025-09-23T20:56:48.493
O001828,U03592,2882262,PENDING,2025-12-28T14:58:48.493
O001829,U05459,1070218,PAID,2025-09-22T02:51:48.493
O001830,U09666,805895,PAID,2025-11-04T02:37:48.493
O001831,U09168,1603430,PENDING,2025-09-28T06:17:48.493
O001832,U03259,1703745,CANCEL,2025-11-24T00:55:48.493
O001833,U02855,1627276,PAID,2025-09-03T13:04:48.493
O001834,U07597,1337342,PAID,2025-11-04T14:27:48.493
