order_item_id,order_id,variant_id,price,quantity
OI004022_3,O004022,V02271,207935,1
OI004023_1,O004023,V05729,235212,2
OI004023_2,O004023,V01068,318283,3
OI004024_1,O004024,V06686,330757,1
OI004024_2,O004024,V00092,375460,3
OI004024_3,O004024,V05700,286364,1
OI004025_1,O004025,V00625,504839,3
OI004025_2,O004025,V00866,204950,2
OI004026_1,O004026,V01870,388450,1
OI004027_1,O004027,V06287,521622,1
OI004027_2,O004027,V07026,214947,1
OI004028_1,O004028,V02417,455977,1
OI004028_2,O004028,V07560,113403,2
OI004028_3,O004028,V02429,263023,3
OI004029_1,O004029,V04633,263786,1
OI004029_2,O004029,V07781,552989,3
OI004029_3,O004029,V04259,136020,2
OI004030_1,O004030,V03304,294696,3
OI004030_2,O004030,V05396,501273,3
OI004030_3,O004030,V01373,507600,1
OI004031_1,O004031,V05367,355774,3
OI004032_1,O004032,V02837,536742,2
OI004033_1,O004033,V05695,480079,1
OI004033_2,O004033,V04573,137249,3
OI004033_3,O004033,V04292,306565,3
OI004034_1,O004034,V00339,559290,3
OI004035_1,O004035,V04795,546470,1
OI004035_2,O004035,V01379,160283,3
OI004036_1,O004036,V02024,350457,1
OI004036_2,O004036,V01159,314031,3
OI004037_1,O004037,V03367,298308,3
OI004037_2,O004037,V06119,430849,2
OI004038_1,O004038,V03408,564347,2
OI004038_2,O004038,V00590,259870,1
OI004038_3,O004038,V07310,114097,2
OI004039_1,O004039,V02526,539534,2
OI004039_2,O004039,V04823,430569,2
OI004039_3,O004039,V04647,300820,3
OI004040_1,O004040,V07082,131656,2
OI004041_1,O004041,V03586,403264,1
OI004041_2,O004041,V04345,291701,1
OI004041_3,O004041,V06621,241057,3
OI004042_1,O004042,V05790,169129,1
OI004042_2,O004042,V06879,291955,2
OI004043_1,O004043,V07136,540861,2
OI004043_2,O004043,V07671,520489,1
OI004044_1,O004044,V05415,336905,2
OI004045_1,O004045,V05496,590682,2
OI004045_2,O004045,V04297,315771,3
OI004045_3,O004045,V04608,540441,3
OI004046_1,O004046,V00539,523977,2
OI004046_2,O004046,V02016,372583,3
OI004047_1,O004047,V06229,252177,1
OI004047_2,O004047,V00400,480284,2
OI004047_3,O004047,V06470,156289,3
OI004048_1,O004048,V01243,383626,2
OI004048_2,O004048,V05337,197855,3
OI004049_1,O004049,V00210,296019,1
OI004050_1,O004050,V00099,398376,3
OI004050_2,O004050,V04293,582115,1
OI004051_1,O004051,V06766,520575,2
OI004051_2,O004051,V04148,467411,1
OI004052_1,O004052,V07694,513922,3
OI004053_1,O004053,V04901,268153,2
OI004054_1,O004054,V00108,415772,3
OI004055_1,O004055,V02398,105262,1
OI004055_2,O004055,V06594,567180,1
OI004056_1,O004056,V01756,109680,3
OI004056_2,O004056,V04668,125519,1
OI004057_1,O004057,V01334,489448,3
OI004057_2,O004057,V01645,293622,1
OI004057_3,O004057,V01052,329761,3
OI004058_1,O004058,V01149,174457,1
OI004058_2,O004058,V07837,412378,3
OI004059_1,O004059,V07547,464898,1
OI004059_2,O004059,V07163,575238,2
OI004059_3,O004059,V06050,425311,2
OI004060_1,O004060,V02121,453877,2
OI004060_2,O004060,V06344,283361,1
OI004060_3,O004060,V02179,316200,3
OI004061_1,O004061,V00999,245461,3
OI004061_2,O004061,V00993,124335,3
OI004062_1,O004062,V07697,364344,1
OI004062_2,O004062,V00763,107287,2
OI004063_1,O004063,V02594,414034,2
OI004064_1,O004064,V06314,169413,1
OI004065_1,O004065,V00308,365389,2
OI004065_2,O004065,V05045,317982,3
OI004065_3,O004065,V04452,385351,3
OI004066_1,O004066,V07472,183624,3
OI004066_2,O004066,V03960,205954,3
OI004066_3,O004066,V01963,490529,1
OI004067_1,O004067,V02908,284475,3
OI004067_2,O004067,V04717,203256,3
OI004068_1,O004068,V06394,353494,1
OI004069_1,O004069,V05800,554372,2
OI004070_1,O004070,V04805,234062,2
OI004070_2,O004070,V01571,192545,3
OI004070_3,O004070,V01035,430315,2
OI004071_1,O004071,V05745,351445,2
OI004071_2,O004071,V07265,454038,1
OI004072_1,O004072,V02799,544379,1
OI004072_2,O004072,V04194,134104,2
OI004073_1,O004073,V07741,438433,2
OI004073_2,O004073,V07341,448986,2
OI004074_1,O004074,V01604,485400,3
OI004075_1,O004075,V04569,188966,3
OI004076_1,O004076,V06787,393409,1
OI004076_2,O004076,V04799,305728,2
OI004077_1,O004077,V05525,111867,3
OI004077_2,O004077,V02829,340288,2
OI004077_3,O004077,V04270,582205,2
OI004078_1,O004078,V02447,110183,2
OI004078_2,O004078,V01920,186142,3
OI004078_3,O004078,V03389,135991,3
OI004079_1,O004079,V06226,115147,1
OI004080_1,O004080,V07452,307551,2
OI004081_1,O004081,V03550,224297,3
OI004082_1,O004082,V01687,212112,3
OI004082_2,O004082,V02907,283499,3
OI004082_3,O004082,V03215,575335,1
OI004083_1,O004083,V03287,579838,2
OI004084_1,O004084,V06969,432747,2
OI004084_2,O004084,V00251,179090,1
OI004085_1,O004085,V06675,221164,3
OI004085_2,O004085,V05586,530288,2
OI004085_3,O004085,V07783,119373,3
OI004086_1,O004086,V02612,401917,1
OI004086_2,O004086,V04176,216288,3
OI004086_3,O004086,V05996,169168,1
OI004087_1,O004087,V01037,559049,3
OI004087_2,O004087,V05204,441600,1
OI004087_3,O004087,V07299,477637,3
OI004088_1,O004088,V00416,195672,1
OI004088_2,O004088,V07231,332587,2
OI004089_1,O004089,V00848,416453,2
OI004090_1,O004090,V05691,224792,1
OI004090_2,O004090,V05023,238535,3
OI004091_1,O004091,V03560,420252,3
OI004091_2,O004091,V07516,201218,3
OI004092_1,O004092,V07764,497075,3
OI004092_2,O004092,V07664,225823,3
OI004093_1,O004093,V06585,153858,3
OI004093_2,O004093,V03544,549823,3
OI004094_1,O004094,V02663,585852,3
OI004094_2,O004094,V07584,449470,3
OI004094_3,O004094,V05768,485335,3
OI004095_1,O004095,V07337,190136,3
OI004095_2,O004095,V01826,582040,1
OI004096_1,O004096,V04501,473859,2
OI004097_1,O004097,V06879,215161,1
OI004098_1,O004098,V01337,153290,1
OI004098_2,O004098,V03426,335573,3
OI004098_3,O004098,V03659,195555,3
OI004099_1,O004099,V01348,361598,1
OI004099_2,O004099,V07804,114971,1
OI004100_1,O004100,V01117,109807,3
OI004101_1,O004101,V03962,452918,1
OI004101_2,O004101,V06393,485088,3
OI004101_3,O004101,V05865,191395,3
OI004102_1,O004102,V01823,229823,1
OI004102_2,O004102,V00010,386936,2
OI004103_1,O004103,V03275,227086,2
OI004104_1,O004104,V03302,511124,2
OI004105_1,O004105,V01250,122059,1
OI004105_2,O004105,V00821,342614,2
OI004105_3,O004105,V06461,451447,1
OI004106_1,O004106,V07524,524493,2
OI004107_1,O004107,V05238,343361,1
OI004107_2,O004107,V01123,200017,1
OI004107_3,O004107,V01388,259687,2
OI004108_1,O004108,V07659,409081,1
OI004109_1,O004109,V02465,195665,3
OI004110_1,O004110,V07778,169627,2
OI004110_2,O004110,V01059,398702,1
OI004111_1,O004111,V00107,230023,1
OI004112_1,O004112,V06240,453962,3
OI004112_2,O004112,V07673,141395,1
OI004113_1,O004113,V06971,414197,3
OI004114_1,O004114,V07244,448953,3
OI004114_2,O004114,V06366,545389,3
OI004115_1,O004115,V04544,108678,3
OI004116_1,O004116,V07351,388987,3
OI004116_2,O004116,V03407,449642,3
OI004116_3,O004116,V02134,384563,3
OI004117_1,O004117,V03687,387921,3
OI004117_2,O004117,V06724,283572,1
OI004118_1,O004118,V03571,273107,3
OI004118_2,O004118,V04294,328502,3
OI004118_3,O004118,V06651,180142,3
OI004119_1,O004119,V06892,586086,1
OI004119_2,O004119,V06701,313640,1
OI004119_3,O004119,V07814,586042,1
OI004120_1,O004120,V01526,495376,1
OI004121_1,O004121,V07126,196698,2
OI004122_1,O004122,V00919,434801,2
OI004122_2,O004122,V07377,219953,2
OI004122_3,O004122,V00068,289817,1
OI004123_1,O004123,V00960,594691,3
OI004123_2,O004123,V03989,582519,2
OI004123_3,O004123,V02943,517458,2
OI004124_1,O004124,V00946,397182,1
OI004124_2,O004124,V01072,384587,3
OI004124_3,O004124,V06672,176239,2
OI004125_1,O004125,V06634,199085,1
OI004125_2,O004125,V07513,525680,3
OI004125_3,O004125,V04008,336620,1
OI004126_1,O004126,V02533,247245,2
OI004126_2,O004126,V04380,521761,2
OI004127_1,O004127,V03256,240347,1
OI004127_2,O004127,V03279,119807,3
OI004127_3,O004127,V02220,190152,1
OI004128_1,O004128,V05229,428974,1
OI004129_1,O004129,V02801,582833,3
OI004130_1,O004130,V05547,345820,3
OI004130_2,O004130,V06452,253766,1
OI004130_3,O004130,V01496,386489,2
OI004131_1,O004131,V02370,548734,2
OI004131_2,O004131,V00406,384689,2
OI004132_1,O004132,V03925,482939,2
OI004133_1,O004133,V05633,405520,3
OI004134_1,O004134,V07775,124870,3
OI004134_2,O004134,V02207,575155,3
OI004134_3,O004134,V05537,231606,3
OI004135_1,O004135,V04869,124880,3
OI004136_1,O004136,V00652,550585,1
OI004136_2,O004136,V07691,407037,1
OI004137_1,O004137,V02456,398299,2
OI004138_1,O004138,V06338,271327,2
OI004138_2,O004138,V04977,593447,3
OI004139_1,O004139,V02221,387753,3
OI004140_1,O004140,V07911,232609,1
OI004140_2,O004140,V06568,291059,3
OI004141_1,O004141,V04627,598465,2
OI004141_2,O004141,V06824,517685,2
OI004142_1,O004142,V02988,574827,3
OI004142_2,O004142,V01877,323318,2
OI004142_3,O004142,V00115,352187,1
OI004143_1,O004143,V00030,434462,3
OI004143_2,O004143,V06658,131248,3
OI004144_1,O004144,V04446,552838,3
OI004144_2,O004144,V06595,231496,2
OI004145_1,O004145,V06689,216991,2
OI004145_2,O004145,V00348,280780,2
OI004145_3,O004145,V07731,582140,2
OI004146_1,O004146,V05285,456225,2
OI004146_2,O004146,V06752,548700,2
OI004147_1,O004147,V01089,240282,3
OI004148_1,O004148,V07174,514938,2
OI004149_1,O004149,V00845,599305,1
OI004149_2,O004149,V07584,529896,3
OI004150_1,O004150,V04529,363260,1
OI004150_2,O004150,V02504,263825,3
OI004150_3,O004150,V00426,379188,1
OI004151_1,O004151,V03601,316876,1
OI004151_2,O004151,V07547,435882,1
OI004152_1,O004152,V05213,200468,2
OI004152_2,O004152,V01367,215006,1
OI004153_1,O004153,V06571,239664,3
OI004153_2,O004153,V06656,192788,1
OI004153_3,O004153,V02159,338376,1
OI004154_1,O004154,V06153,230229,2
OI004154_2,O004154,V02624,182562,1
OI004155_1,O004155,V04719,274353,2
OI004155_2,O004155,V07186,315831,3
OI004155_3,O004155,V03575,571273,2
OI004156_1,O004156,V01244,468366,2
OI004157_1,O004157,V01674,303586,3
OI004157_2,O004157,V03230,243308,3
OI004158_1,O004158,V06871,464928,3
OI004158_2,O004158,V03906,481863,3
OI004159_1,O004159,V00886,480070,2
OI004160_1,O004160,V05567,551004,1
OI004160_2,O004160,V05342,528671,1
OI004161_1,O004161,V05868,142932,1
OI004161_2,O004161,V03118,485881,2
OI004162_1,O004162,V02601,550886,2
OI004163_1,O004163,V07976,493341,1
OI004163_2,O004163,V02331,123643,2
OI004164_1,O004164,V03616,240503,1
OI004164_2,O004164,V05682,540788,2
OI004164_3,O004164,V03646,584114,2
OI004165_1,O004165,V01639,348867,3
OI004165_2,O004165,V05088,368410,3
OI004166_1,O004166,V06241,453976,3
OI004166_2,O004166,V06812,232092,3
OI004167_1,O004167,V00471,346258,2
OI004168_1,O004168,V03325,438592,3
OI004168_2,O004168,V02944,397810,2
OI004169_1,O004169,V05719,381619,2
OI004169_2,O004169,V00641,462067,1
OI004170_1,O004170,V06691,437349,2
OI004170_2,O004170,V01940,541818,2
OI004170_3,O004170,V04118,549871,2
OI004171_1,O004171,V06778,309599,1
OI004171_2,O004171,V04369,352599,2
OI004171_3,O004171,V03992,310347,3
OI004172_1,O004172,V03522,393393,1
OI004172_2,O004172,V06888,531950,3
OI004173_1,O004173,V03839,334145,2
OI004174_1,O004174,V02523,182861,2
OI004174_2,O004174,V06576,316364,1
OI004175_1,O004175,V05616,343462,3
OI004175_2,O004175,V03494,505928,1
OI004176_1,O004176,V02583,503225,1
OI004176_2,O004176,V06939,598890,2
OI004176_3,O004176,V05553,205280,1
OI004177_1,O004177,V06620,260244,3
OI004178_1,O004178,V06307,253663,3
OI004179_1,O004179,V00798,160245,1
OI004179_2,O004179,V03473,561407,2
OI004179_3,O004179,V04486,363474,1
OI004180_1,O004180,V03477,402485,1
OI004180_2,O004180,V01774,326214,1
OI004180_3,O004180,V05052,126046,3
OI004181_1,O004181,V02722,135224,1
OI004181_2,O004181,V00279,518487,3
OI004181_3,O004181,V00113,253241,2
OI004182_1,O004182,V05578,189097,3
OI004182_2,O004182,V03697,305132,2
OI004183_1,O004183,V06506,406147,2
OI004183_2,O004183,V02943,584372,2
OI004184_1,O004184,V01079,523422,3
OI004185_1,O004185,V00959,261576,3
OI004185_2,O004185,V05734,304660,3
OI004185_3,O004185,V01846,316027,3
OI004186_1,O004186,V02157,350969,2
OI004187_1,O004187,V03994,219815,3
OI004188_1,O004188,V06457,175296,2
OI004188_2,O004188,V00949,121364,1
OI004189_1,O004189,V01122,376600,1
OI004189_2,O004189,V05382,256110,1
OI004190_1,O004190,V00801,200295,2
OI004191_1,O004191,V04898,121298,1
OI004191_2,O004191,V01172,298806,1
OI004191_3,O004191,V04337,231431,2
OI004192_1,O004192,V00167,106720,3
OI004192_2,O004192,V06848,445638,1
OI004192_3,O004192,V06353,508596,2
OI004193_1,O004193,V03405,239411,3
OI004193_2,O004193,V07159,195899,2
OI004194_1,O004194,V03446,152423,3
OI004194_2,O004194,V00134,107342,3
OI004195_1,O004195,V01025,340054,1
OI004196_1,O004196,V06799,220461,3
OI004196_2,O004196,V04060,280447,3
OI004197_1,O004197,V01160,462025,2
OI004198_1,O004198,V01337,551703,1
OI004198_2,O004198,V02325,111492,1
OI004198_3,O004198,V04039,435873,1
OI004199_1,O004199,V07269,128983,2
OI004200_1,O004200,V00331,119310,2
OI004201_1,O004201,V03130,579800,3
OI004201_2,O004201,V07970,538801,3
OI004202_1,O004202,V01550,396949,2
OI004202_2,O004202,V04808,483264,3
OI004203_1,O004203,V07542,284764,3
OI004203_2,O004203,V00452,527966,2
OI004204_1,O004204,V02526,235184,2
OI004204_2,O004204,V06328,505052,1
OI004205_1,O004205,V07322,255767,1
OI004205_2,O004205,V00362,190347,3
OI004205_3,O004205,V04877,161355,3
OI004206_1,O004206,V00726,198175,1
OI004206_2,O004206,V00908,514370,1
OI004207_1,O004207,V05753,563341,3
OI004207_2,O004207,V01984,220595,1
OI004208_1,O004208,V02819,350388,2
OI004209_1,O004209,V02499,538489,3
OI004210_1,O004210,V06843,259052,3
OI004210_2,O004210,V06170,435598,1
OI004210_3,O004210,V07496,234179,2
OI004211_1,O004211,V06654,369136,3
OI004211_2,O004211,V02130,562073,1
OI004211_3,O004211,V06469,405973,1
OI004212_1,O004212,V03794,565351,3
OI004212_2,O004212,V01329,533432,2
OI004213_1,O004213,V00910,285109,3
OI004214_1,O004214,V03480,556925,1
OI004215_1,O004215,V07121,299599,3
OI004215_2,O004215,V05884,180256,1
OI004216_1,O004216,V06892,508043,3
OI004216_2,O004216,V04476,477989,3
OI004217_1,O004217,V07649,231358,2
OI004218_1,O004218,V05967,292120,3
OI004218_2,O004218,V06200,236579,1
OI004219_1,O004219,V01453,122000,3
OI004219_2,O004219,V00955,409235,2
OI004220_1,O004220,V07244,592920,1
OI004220_2,O004220,V04676,566652,3
OI004220_3,O004220,V05337,168130,3
OI004221_1,O004221,V01124,490688,3
OI004221_2,O004221,V02389,398188,1
OI004221_3,O004221,V00803,423145,3
OI004222_1,O004222,V01375,320207,2
OI004222_2,O004222,V05798,382662,3
OI004222_3,O004222,V06979,275696,2
OI004223_1,O004223,V03584,139052,2
OI004224_1,O004224,V00212,400836,1
OI004224_2,O004224,V02627,111326,3
OI004225_1,O004225,V05639,321113,2
OI004226_1,O004226,V07347,470339,2
OI004226_2,O004226,V06668,210639,2
OI004226_3,O004226,V07103,595832,3
OI004227_1,O004227,V05453,470642,1
OI004227_2,O004227,V01392,277045,1
OI004228_1,O004228,V06504,529615,2
OI004228_2,O004228,V01435,531736,3
OI004229_1,O004229,V04317,352264,1
OI004230_1,O004230,V05323,294660,1
OI004230_2,O004230,V05006,599995,2
OI004230_3,O004230,V05733,328499,3
OI004231_1,O004231,V00624,163579,2
OI004231_2,O004231,V05234,281075,1
OI004231_3,O004231,V04397,346485,2
OI004232_1,O004232,V05551,382870,1
OI004232_2,O004232,V03737,315753,3
OI004233_1,O004233,V00485,129158,1
OI004233_2,O004233,V06769,511597,3
OI004233_3,O004233,V06310,256497,1
OI004234_1,O004234,V07567,569316,2
OI004234_2,O004234,V06190,185321,2
OI004234_3,O004234,V00188,182920,3
OI004235_1,O004235,V02303,597334,1
OI004236_1,O004236,V01153,196081,2
OI004236_2,O004236,V07434,209090,2
OI004236_3,O004236,V06707,520429,1
OI004237_1,O004237,V06730,533988,1
OI004237_2,O004237,V06199,597918,3
OI004238_1,O004238,V07980,479981,1
OI004238_2,O004238,V00867,166539,2
OI004238_3,O004238,V07077,461680,2
OI004239_1,O004239,V02194,275015,2
OI004239_2,O004239,V02901,287052,2
OI004240_1,O004240,V01805,374286,3
OI004240_2,O004240,V01986,538873,1
OI004241_1,O004241,V07048,572865,2
OI004241_2,O004241,V07359,319161,2
OI004242_1,O004242,V07420,466881,1
OI004242_2,O004242,V03363,324773,3
OI004242_3,O004242,V07163,307847,3
OI004243_1,O004243,V01487,390016,3
OI004243_2,O004243,V07623,532913,2
OI004243_3,O004243,V07629,448654,2
OI004244_1,O004244,V04145,202409,3
OI004244_2,O004244,V01355,527701,2
OI004244_3,O004244,V05202,305471,1
OI004245_1,O004245,V00081,424598,3
OI004245_2,O004245,V03138,557214,3
OI004245_3,O004245,V05181,417269,3
OI004246_1,O004246,V05834,595351,1
OI004246_2,O004246,V04308,262796,2
OI004247_1,O004247,V06616,158580,2
OI004247_2,O004247,V04021,161377,3
OI004248_1,O004248,V05806,405135,3
OI004248_2,O004248,V01941,372163,3
OI004248_3,O004248,V03713,581101,2
OI004249_1,O004249,V01921,231173,1
OI004249_2,O004249,V03958,560868,1
OI004249_3,O004249,V01764,415646,3
OI004250_1,O004250,V00910,285245,2
OI004251_1,O004251,V00300,429305,1
OI004251_2,O004251,V03246,140026,2
OI004252_1,O004252,V00912,553932,1
OI004253_1,O004253,V06469,433206,3
OI004253_2,O004253,V00223,136644,2
OI004253_3,O004253,V02028,405999,2
OI004254_1,O004254,V04077,397088,1
OI004254_2,O004254,V01495,148947,3
OI004254_3,O004254,V04758,463537,2
OI004255_1,O004255,V04469,148588,2
OI004256_1,O004256,V06189,438405,1
OI004256_2,O004256,V01409,418572,2
OI004256_3,O004256,V06143,230847,1
OI004257_1,O004257,V03372,415686,3
OI004257_2,O004257,V02494,515932,3
OI004258_1,O004258,V05704,450516,3
OI004258_2,O004258,V01543,277536,3
OI004259_1,O004259,V03876,400591,1
OI004259_2,O004259,V02656,406344,2
OI004260_1,O004260,V02081,496456,2
OI004260_2,O004260,V07710,370830,2
OI004261_1,O004261,V05120,310057,3
OI004262_1,O004262,V03372,143320,1
OI004263_1,O004263,V02011,435207,1
OI004263_2,O004263,V00949,352321,2
OI004264_1,O004264,V00244,496202,2
OI004265_1,O004265,V05523,157966,3
OI004265_2,O004265,V04328,122592,2
OI004266_1,O004266,V00686,179278,1
OI004266_2,O004266,V06562,370325,3
OI004267_1,O004267,V06925,515004,2
OI004267_2,O004267,V07967,140377,1
OI004268_1,O004268,V04854,530821,3
OI004269_1,O004269,V01215,122277,1
OI004269_2,O004269,V02737,280104,3
OI004269_3,O004269,V01253,274225,3
OI004270_1,O004270,V03396,523532,2
OI004271_1,O004271,V01353,535532,2
OI004272_1,O004272,V07698,450210,2
OI004273_1,O004273,V06311,303361,1
OI004274_1,O004274,V04795,264128,2
OI004274_2,O004274,V03918,586199,1
OI004274_3,O004274,V00815,111464,3
OI004275_1,O004275,V07673,359340,1
OI004276_1,O004276,V05514,419345,3
OI004276_2,O004276,V02447,512757,2
OI004277_1,O004277,V02155,509748,2
OI004278_1,O004278,V07343,458435,3
OI004279_1,O004279,V00638,470251,2
OI004279_2,O004279,V06834,205554,3
OI004280_1,O004280,V05001,392544,2
OI004280_2,O004280,V06677,457737,1
OI004280_3,O004280,V03667,216034,1
OI004281_1,O004281,V02153,147495,2
OI004281_2,O004281,V07051,560894,2
OI004282_1,O004282,V05035,476734,3
OI004282_2,O004282,V00041,429707,1
OI004283_1,O004283,V01545,360139,1
OI004284_1,O004284,V02781,105177,3
OI004284_2,O004284,V05877,461505,2
OI004285_1,O004285,V07412,223087,1
OI004285_2,O004285,V03455,565958,2
OI004285_3,O004285,V06085,423058,1
OI004286_1,O004286,V07085,319910,3
OI004286_2,O004286,V00052,220933,3
OI004286_3,O004286,V02388,104632,2
OI004287_1,O004287,V05853,367508,2
OI004287_2,O004287,V02127,281332,2
OI004288_1,O004288,V07361,142533,2
OI004288_2,O004288,V06631,346408,3
OI004289_1,O004289,V00372,108753,3
OI004289_2,O004289,V00230,391787,1
OI004290_1,O004290,V02775,299001,3
OI004290_2,O004290,V06744,470239,2
OI004291_1,O004291,V05196,566825,1
OI004292_1,O004292,V03728,555977,1
OI004292_2,O004292,V07229,339734,3
OI004293_1,O004293,V06954,138791,2
OI004293_2,O004293,V00218,304465,3
OI004293_3,O004293,V05785,323516,2
OI004294_1,O004294,V06680,346542,3
OI004294_2,O004294,V07060,189201,1
OI004295_1,O004295,V03037,497059,1
OI004296_1,O004296,V01277,569363,1
OI004297_1,O004297,V03767,177194,3
OI004297_2,O004297,V02894,406449,3
OI004298_1,O004298,V04805,567239,2
OI004298_2,O004298,V07767,237560,2
OI004299_1,O004299,V01257,432813,1
OI004300_1,O004300,V04883,599411,3
OI004300_2,O004300,V07294,173060,1
OI004300_3,O004300,V02459,369281,2
OI004301_1,O004301,V02987,535269,1
OI004302_1,O004302,V00218,313743,3
OI004302_2,O004302,V05498,402997,1
OI004302_3,O004302,V05798,550632,3
OI004303_1,O004303,V03234,499784,3
OI004304_1,O004304,V03172,554445,1
OI004304_2,O004304,V05157,496080,1
OI004305_1,O004305,V04913,332241,1
OI004306_1,O004306,V03756,506919,3
OI004306_2,O004306,V02215,107528,3
OI004307_1,O004307,V00076,457339,3
OI004307_2,O004307,V00875,504656,2
OI004308_1,O004308,V06499,207663,1
OI004308_2,O004308,V04666,154794,2
OI004308_3,O004308,V03689,303581,2
OI004309_1,O004309,V05769,472619,1
OI004309_2,O004309,V03575,537324,3
OI004309_3,O004309,V01265,152227,1
OI004310_1,O004310,V06100,243855,1
OI004310_2,O004310,V00175,556857,2
OI004310_3,O004310,V06660,365172,3
OI004311_1,O004311,V05257,128601,2
OI004311_2,O004311,V05788,240447,1
OI004312_1,O004312,V04392,283954,3
OI004313_1,O004313,V05127,502456,2
OI004313_2,O004313,V02954,560699,3
OI004314_1,O004314,V00050,263490,2
OI004314_2,O004314,V07953,106219,1
OI004314_3,O004314,V01731,110437,3
OI004315_1,O004315,V07872,132824,2
OI004316_1,O004316,V03140,543393,1
OI004316_2,O004316,V06183,395460,3
OI004316_3,O004316,V01274,212059,3
OI004317_1,O004317,V06201,186924,3
OI004318_1,O004318,V00979,312097,1
OI004318_2,O004318,V04813,570987,1
OI004318_3,O004318,V06996,101911,3
OI004319_1,O004319,V06993,158076,1
OI004319_2,O004319,V04366,333664,3
OI004319_3,O004319,V01396,149380,1
OI004320_1,O004320,V02921,118830,3
OI004320_2,O004320,V05956,228769,2
OI004321_1,O004321,V01027,500829,2
OI004321_2,O004321,V06427,384524,1
OI004322_1,O004322,V00902,315676,2
OI004322_2,O004322,V03561,400683,3
OI004322_3,O004322,V01240,503287,2
OI004323_1,O004323,V00031,279610,1
OI004324_1,O004324,V03581,414194,2
OI004324_2,O004324,V02662,463512,3
OI004325_1,O004325,V00143,531776,3
OI004325_2,O004325,V00937,189365,2
OI004325_3,O004325,V05187,272043,2
OI004326_1,O004326,V06230,158550,2
OI004326_2,O004326,V07267,104146,3
OI004326_3,O004326,V06422,263219,2
OI004327_1,O004327,V02043,491327,1
OI004327_2,O004327,V01343,165611,1
OI004328_1,O004328,V04978,343291,2
OI004328_2,O004328,V06341,219493,2
OI004328_3,O004328,V06386,188659,2
OI004329_1,O004329,V02453,174061,2
OI004329_2,O004329,V04081,269152,2
OI004329_3,O004329,V03765,137734,2
OI004330_1,O004330,V00283,308077,3
OI004330_2,O004330,V03635,486811,1
OI004331_1,O004331,V05850,368250,3
OI004331_2,O004331,V00292,556145,2
OI004332_1,O004332,V06131,283963,3
OI004332_2,O004332,V06982,577921,1
OI004333_1,O004333,V00530,577390,2
OI004334_1,O004334,V06820,447949,3
OI004335_1,O004335,V02053,410664,1
OI004336_1,O004336,V03708,414597,1
OI004337_1,O004337,V07380,293635,3
OI004338_1,O004338,V07834,543099,2
OI004339_1,O004339,V01885,499394,1
OI004339_2,O004339,V01466,499038,3
OI004339_3,O004339,V06371,378234,3
OI004340_1,O004340,V04878,344067,1
OI004341_1,O004341,V01969,151103,1
OI004341_2,O004341,V06129,357153,1
OI004341_3,O004341,V00415,561728,2
OI004342_1,O004342,V02720,119857,1
OI004342_2,O004342,V07188,203322,3
OI004342_3,O004342,V01553,577590,3
OI004343_1,O004343,V00757,315760,2
OI004343_2,O004343,V01310,191837,3
OI004344_1,O004344,V07996,155122,1
OI004345_1,O004345,V07362,301358,3
OI004345_2,O004345,V03916,190117,1
OI004345_3,O004345,V04350,356159,1
OI004346_1,O004346,V00758,215095,3
OI004346_2,O004346,V00379,483134,2
OI004347_1,O004347,V00314,501811,3
OI004347_2,O004347,V03267,489552,2
OI004347_3,O004347,V06404,307130,3
OI004348_1,O004348,V04666,235601,1
OI004348_2,O004348,V00675,594602,2
OI004348_3,O004348,V00839,562645,1
OI004349_1,O004349,V05569,379660,3
OI004349_2,O004349,V00338,488245,3
OI004350_1,O004350,V05681,457886,3
OI004350_2,O004350,V00070,507590,2
OI004350_3,O004350,V02521,592607,2
OI004351_1,O004351,V00870,511797,2
OI004351_2,O004351,V06674,207091,2
OI004352_1,O004352,V07369,474316,1
OI004352_2,O004352,V01225,489943,2
OI004352_3,O004352,V03760,348664,3
OI004353_1,O004353,V01108,309550,2
OI004354_1,O004354,V04320,189449,1
OI004355_1,O004355,V07627,187193,3
OI004356_1,O004356,V01195,211846,3
OI004356_2,O004356,V07525,196281,2
OI004356_3,O004356,V05079,209741,1
OI004357_1,O004357,V01945,404353,2
OI004358_1,O004358,V06241,396474,2
OI004358_2,O004358,V01266,440937,2
OI004358_3,O004358,V01280,341642,3
OI004359_1,O004359,V05748,482010,1
OI004359_2,O004359,V02803,392856,2
OI004360_1,O004360,V04183,325946,1
OI004361_1,O004361,V00491,355951,3
OI004361_2,O004361,V06270,118093,2
OI004361_3,O004361,V02828,592293,1
OI004362_1,O004362,V05257,416439,1
OI004363_1,O004363,V01170,413889,3
OI004364_1,O004364,V07497,288915,1
OI004364_2,O004364,V05748,183120,2
OI004365_1,O004365,V06112,574198,1
OI004366_1,O004366,V00202,371043,2
OI004366_2,O004366,V02802,517958,3
OI004367_1,O004367,V04775,586686,2
OI004367_2,O004367,V04912,574322,2
OI004368_1,O004368,V04801,499381,1
OI004368_2,O004368,V07330,532880,1
OI004368_3,O004368,V00400,487592,3
OI004369_1,O004369,V04428,270284,2
OI004370_1,O004370,V07387,282513,1
OI004370_2,O004370,V02708,597011,2
OI004371_1,O004371,V05243,312643,3
OI004371_2,O004371,V03801,291017,2
OI004371_3,O004371,V05827,558805,1
OI004372_1,O004372,V01940,520892,3
